timestamp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.6069E+12,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
1.6069E+12,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86,61.86
1.6069E+12,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
1.6069E+12,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96
1.6069E+12,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99
1.6069E+12,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95
1.6069E+12,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02
1.6069E+12,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06
1.6069E+12,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97
1.6069E+12,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94,61.94
1.6069E+12,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06
1.6069E+12,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07
1.6069E+12,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
1.6069E+12,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01
1.6069E+12,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95
1.6069E+12,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02
1.6069E+12,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97
1.6069E+12,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96
1.6069E+12,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11
1.6069E+12,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
1.6069E+12,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93
1.6069E+12,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95
1.6069E+12,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93,61.93
1.6069E+12,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92
1.6069E+12,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99
1.6069E+12,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92
1.6069E+12,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08
1.6069E+12,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05
1.6069E+12,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
1.6069E+12,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
1.6069E+12,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
1.6069E+12,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
1.6069E+12,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02
1.6069E+12,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03
1.6069E+12,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01
1.6069E+12,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04
1.6069E+12,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97
1.6069E+12,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02
1.6069E+12,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03
1.6069E+12,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95
1.6069E+12,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11
1.6069E+12,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
1.6069E+12,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05
1.6069E+12,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99
1.6069E+12,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03
1.6069E+12,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02
1.6069E+12,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01
1.6069E+12,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
1.6069E+12,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03
1.6069E+12,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05
1.6069E+12,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99
1.6069E+12,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07
1.6069E+12,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
1.6069E+12,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01
1.6069E+12,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09
1.6069E+12,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05
1.6069E+12,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02,62.02
1.6069E+12,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01,62.01
1.6069E+12,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95
1.6069E+12,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
1.6069E+12,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07
1.6069E+12,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97
1.6069E+12,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05
1.6069E+12,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07
1.6069E+12,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05
1.6069E+12,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
1.6069E+12,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97
1.6069E+12,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
1.6069E+12,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
1.6069E+12,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05
1.6069E+12,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
